college_code,department,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
823:VIVATECH,CIVIL,43281943,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,57.0,24.0,24.0,19.0,65.0,45.0,20.0,68.0,37.0,24.0,18.0,73.0,35.0,20.0,['Diploma'],['Diploma'],8.81,8.54,9.4,9.04,9.22,9.5,8.76
823:VIVATECH,COMPUTER ENGINEERING,45284770,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,62.0,23.0,22.0,20.0,64.0,23.0,18.0,62.0,23.0,23.0,20.0,62.0,23.0,19.0,['Diploma'],['Diploma'],8.43,8.21,9.0,9.04,8.56,8.67,8.33
823:VIVATECH,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185364,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,64.0,22.0,22.0,18.0,65.0,22.0,19.0,65.0,22.0,21.0,16.0,61.0,24.0,20.0,['Diploma'],['Diploma'],8.46,9.29,8.96,9.71,8.33,9.0,8.75
823:VIVATECH,MECHANICAL,53284482,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,66.0,24.0,24.0,18.0,60.0,52.0,17.0,71.0,45.0,23.0,20.0,67.0,47.0,20.0,['Diploma'],['Diploma'],9.5,8.75,7.63,8.04,8.74,9.2,8.32
824:SESKARJAT,COMPUTER ENGINEERING,7185800,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,33.0,18.0,17.0,8.0,49.0,19.0,9.0,52.0,21.0,21.0,11.0,47.0,20.0,8.0,['Diploma'],['Diploma'],5.21,5.29,5.71,4.29,6.64,7.33,5.75
824:SESKARJAT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185387,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,58.0,23.0,22.0,15.0,60.0,20.0,14.0,59.0,22.0,22.0,15.0,48.0,23.0,15.0,['Diploma'],['Diploma'],5.58,4.68,6.19,5.18,7.48,8.15,6.17
824:SESKARJAT,MECHANICAL,53284610,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,55.0,23.0,22.0,18.0,60.0,23.0,17.0,55.0,32.0,23.0,18.0,61.0,32.0,19.0,['Diploma'],['Diploma'],7.5,7.07,6.89,7.11,8.26,8.2,7.42
857:DILKAP,CIVIL,43282041,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,57.0,24.0,23.0,20.0,66.0,25.0,19.0,67.0,47.0,23.0,19.0,63.0,45.0,20.0,['Diploma'],['Diploma'],8.11,8.19,8.44,8.07,8.96,9.33,8.18
857:DILKAP,COMPUTER ENGINEERING,45284874,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,73.0,23.0,23.0,19.0,69.0,23.0,18.0,59.0,23.0,24.0,20.0,67.0,22.0,19.0,['Diploma'],['Diploma'],6.57,7.21,7.58,7.88,8.32,9.07,7.5
857:DILKAP,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185415,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,55.0,24.0,24.0,18.0,43.0,23.0,15.0,56.0,24.0,24.0,17.0,46.0,24.0,14.0,['Diploma'],['Diploma'],6.81,6.68,6.26,6.86,7.3,8.15,7.01
857:DILKAP,MECHANICAL,53284809,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,70.0,23.0,23.0,20.0,65.0,32.0,20.0,69.0,41.0,23.0,20.0,67.0,37.0,19.0,['Diploma'],['Diploma'],8.17,7.86,8.22,9.04,9.04,9.24,8.46
889:LAINSTT,COMPUTER ENGINEERING,45284895,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,55.0,21.0,21.0,13.0,60.0,24.0,17.0,62.0,24.0,23.0,14.0,56.0,24.0,16.0,['Diploma'],['Diploma'],6.11,6.32,7.08,6.79,7.6,8.26,6.92
889:LAINSTT,ELECTRONICS ENGINEERING,50281907,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,21.0,20.0,9.0,57.0,21.0,14.0,34.0,19.0,20.0,9.0,46.0,20.0,11.0,['Diploma'],['Diploma'],6.58,5.57,6.11,5.81,6.11,6.63,6.14
889:LAINSTT,MECHANICAL,53284956,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,60.0,24.0,24.0,20.0,60.0,24.0,19.0,64.0,23.0,23.0,18.0,64.0,24.0,20.0,['Diploma'],['Diploma'],7.62,7.36,7.67,7.18,8.26,8.96,7.28
890:LRTIWARI,CIVIL,43282115,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,63.0,25.0,24.0,20.0,64.0,43.0,19.0,69.0,55.0,22.0,20.0,61.0,43.0,20.0,['Diploma'],['Diploma'],8.37,8.71,8.52,9.14,9.11,9.38,8.47
890:LRTIWARI,COMPUTER ENGINEERING,45284954,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,64.0,23.0,22.0,20.0,75.0,24.0,20.0,62.0,24.0,24.0,20.0,55.0,23.0,19.0,['Diploma'],['Diploma'],9.32,9.71,10.0,9.83,9.68,9.11,9.61
890:LRTIWARI,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185568,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,68.0,23.0,23.0,19.0,65.0,23.0,17.0,66.0,23.0,23.0,20.0,62.0,36.0,18.0,['Diploma'],['Diploma'],7.5,8.32,8.67,8.14,8.96,9.54,8.45
890:LRTIWARI,ELECTRONICS ENGINEERING,50281959,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,47.0,24.0,24.0,14.0,64.0,23.0,16.0,53.0,24.0,23.0,18.0,56.0,23.0,17.0,['Diploma'],['Diploma'],7.04,7.18,6.57,7.07,7.89,8.0,7.13
890:LRTIWARI,INFORMATION TECHNOLOGY ENGINEERING,51283274,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,62.0,24.0,23.0,18.0,62.0,24.0,19.0,55.0,23.0,23.0,19.0,60.0,23.0,18.0,['Diploma'],['Diploma'],6.71,7.29,8.65,8.4,8.89,8.62,7.58
890:LRTIWARI,MECHANICAL,53285079,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,67.0,23.0,23.0,18.0,64.0,46.0,20.0,70.0,46.0,24.0,20.0,68.0,44.0,19.0,['Diploma'],['Diploma'],9.17,8.79,8.41,8.82,8.96,9.24,8.62
944:AIISET,CIVIL,43282265,CEE8045:BRIDGE,P,CEC801,CEC802,CEC803,ELECTIVEII,65.0,24.0,24.0,20.0,70.0,24.0,20.0,67.0,24.0,23.0,20.0,67.0,25.0,20.0,['Diploma'],['Diploma'],8.63,8.96,9.24,9.18,9.26,9.5,8.71
944:AIISET,COMPUTER ENGINEERING,45285030,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,69.0,24.0,24.0,19.0,68.0,24.0,20.0,63.0,24.0,24.0,19.0,69.0,24.0,20.0,['Diploma'],['Diploma'],9.71,8.96,8.67,8.58,9.04,9.3,8.89
944:AIISET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185688,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,66.0,24.0,23.0,20.0,65.0,24.0,20.0,68.0,24.0,24.0,20.0,56.0,32.0,19.0,['Diploma'],['Diploma'],8.31,8.11,9.15,8.71,8.44,9.08,8.36
944:AIISET,MECHANICAL,53285223,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,68.0,24.0,24.0,20.0,63.0,34.0,20.0,70.0,40.0,23.0,19.0,62.0,42.0,20.0,['Diploma'],['Diploma'],9.5,9.86,9.52,9.43,9.11,9.08,9.11
945:VOGCOE,CIVIL,43282321,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,56.0,24.0,24.0,19.0,63.0,52.0,18.0,63.0,52.0,23.0,19.0,60.0,41.0,17.0,['Diploma'],['Diploma'],7.52,7.12,7.2,7.79,8.96,8.83,7.64
945:VOGCOE,COMPUTER ENGINEERING,45285062,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,66.0,22.0,22.0,18.0,64.0,22.0,18.0,63.0,23.0,23.0,19.0,53.0,22.0,18.0,['Diploma'],['Diploma'],7.21,7.5,8.5,8.17,8.24,9.11,8.07
945:VOGCOE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185707,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,58.0,23.0,23.0,18.0,60.0,23.0,18.0,55.0,23.0,23.0,19.0,55.0,34.0,17.0,['Diploma'],['Diploma'],6.88,7.96,9.11,8.71,8.37,8.77,8.15
945:VOGCOE,INFORMATION TECHNOLOGY ENGINEERING,51283280,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,63.0,23.0,24.0,17.0,48.0,21.0,18.0,51.0,22.0,22.0,18.0,55.0,22.0,18.0,['Diploma'],['Diploma'],7.89,7.75,8.69,9.36,8.0,8.46,8.36
945:VOGCOE,MECHANICAL,53285300,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,65.0,23.0,23.0,19.0,65.0,24.0,20.0,69.0,23.0,24.0,20.0,68.0,24.0,20.0,['Diploma'],['Diploma'],8.08,8.36,8.81,8.11,9.41,9.52,8.7
946:GMVIT,CIVIL,43282380,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,56.0,23.0,23.0,19.0,62.0,24.0,18.0,65.0,23.0,22.0,20.0,64.0,24.0,20.0,['Diploma'],['Diploma'],7.18,7.27,7.8,7.11,8.96,9.67,7.76
946:GMVIT,COMPUTER ENGINEERING,45285081,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,60.0,23.0,23.0,20.0,66.0,24.0,19.0,55.0,22.0,23.0,19.0,58.0,24.0,17.0,['Diploma'],['Diploma'],7.41,8.21,8.83,9.0,8.72,8.96,8.52
946:GMVIT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185719,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,49.0,23.0,22.0,16.0,45.0,23.0,19.0,41.0,23.0,22.0,14.0,46.0,23.0,19.0,['Diploma'],['Diploma'],6.73,6.18,7.11,5.96,6.59,7.5,6.55
946:GMVIT,MECHANICAL,53285381,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,61.0,24.0,23.0,20.0,55.0,33.0,17.0,64.0,42.0,23.0,20.0,71.0,47.0,20.0,['Diploma'],['Diploma'],8.08,8.46,8.07,7.89,8.33,9.2,7.74
948:BRHCET,AUTOMOBILE ENGINEERING,39280423,AEE8022:VEHICLE,P,AEC801,AEC802,AEC803,ELECTIVEII,59.0,22.0,22.0,17.0,57.0,22.0,18.0,57.0,22.0,22.0,17.0,55.0,21.0,18.0,['Diploma'],['Diploma'],7.25,6.11,6.5,5.93,7.35,8.04,6.55
948:BRHCET,CIVIL,43282472,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,60.0,22.0,24.0,18.0,63.0,24.0,19.0,64.0,24.0,23.0,18.0,66.0,24.0,15.0,['Diploma'],['Diploma'],8.15,7.06,7.76,7.21,8.81,8.83,7.89
948:BRHCET,COMPUTER ENGINEERING,45285104,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,60.0,24.0,24.0,18.0,60.0,22.0,18.0,57.0,23.0,22.0,17.0,55.0,23.0,15.0,['Diploma'],['Diploma'],6.14,6.57,6.62,7.33,7.92,8.81,7.06
948:BRHCET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185741,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,57.0,24.0,23.0,19.0,63.0,23.0,19.0,50.0,21.0,22.0,19.0,54.0,22.0,16.0,['Diploma'],['Diploma'],6.46,5.93,6.89,7.0,7.93,8.46,7.11
948:BRHCET,MECHANICAL,53285507,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,60.0,23.0,22.0,18.0,63.0,23.0,17.0,63.0,23.0,22.0,19.0,68.0,46.0,17.0,['Diploma'],['Diploma'],7.58,7.29,6.85,6.68,8.41,8.68,7.22
949:MITM,CIVIL,43282559,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,49.0,24.0,23.0,20.0,60.0,23.0,18.0,70.0,24.0,23.0,20.0,70.0,23.0,19.0,['Diploma'],['Diploma'],8.15,7.54,7.72,7.71,8.52,8.46,7.78
949:MITM,COMPUTER ENGINEERING,45285121,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,23.0,23.0,18.0,61.0,22.0,17.0,50.0,23.0,19.0,17.0,64.0,20.0,20.0,['Diploma'],['Diploma'],7.0,6.89,8.08,8.71,8.08,8.67,7.87
949:MITM,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185755,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,58.0,20.0,21.0,15.0,43.0,21.0,9.0,43.0,20.0,20.0,16.0,56.0,21.0,15.0,['Diploma'],['Diploma'],6.0,5.92,6.22,5.93,6.85,7.27,6.24
949:MITM,MECHANICAL,53285616,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,67.0,23.0,24.0,20.0,58.0,37.0,17.0,61.0,61.0,24.0,20.0,66.0,62.0,20.0,['Diploma'],['Diploma'],8.0,7.64,7.89,8.79,9.0,9.36,8.11
978:PARSHURAM,CIVIL,43282618,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,62.0,23.0,23.0,17.0,63.0,23.0,18.0,66.0,23.0,23.0,18.0,67.0,22.0,18.0,['Diploma'],['Diploma'],7.96,7.69,8.2,8.25,9.26,8.96,7.74
978:PARSHURAM,COMPUTER ENGINEERING,45285132,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,23.0,23.0,19.0,52.0,23.0,14.0,50.0,22.0,22.0,16.0,52.0,21.0,16.0,['Diploma'],['Diploma'],6.29,6.75,8.33,7.75,8.4,8.04,7.59
978:PARSHURAM,MECHANICAL,53285694,MEE8024:BUSINESS,P,MEC801,MEC802,MEC803,ELECTIVEII,70.0,24.0,23.0,18.0,60.0,44.0,21.0,66.0,35.0,22.0,20.0,64.0,38.0,19.0,['Diploma'],['Diploma'],8.67,9.46,9.7,9.04,8.44,9.12,9.07
982:VIDYAVIKAS,CIVIL,43282751,CEE80416:TRANSPORTATION,P,CEC801,CEC802,CEC803,ELECTIVEII,65.0,25.0,24.0,20.0,67.0,37.0,20.0,72.0,36.0,24.0,20.0,76.0,48.0,20.0,['Diploma'],['Diploma'],9.33,9.23,9.32,9.89,9.7,9.83,9.46
982:VIDYAVIKAS,COMPUTER ENGINEERING,45285260,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,64.0,24.0,23.0,19.0,66.0,36.0,20.0,59.0,32.0,24.0,20.0,65.0,38.0,20.0,['Diploma'],['Diploma'],8.25,8.25,9.33,9.67,9.36,9.19,8.65
982:VIDYAVIKAS,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185804,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,64.0,23.0,24.0,20.0,56.0,24.0,16.0,60.0,23.0,24.0,20.0,62.0,24.0,18.0,['Diploma'],['Diploma'],7.23,6.46,7.74,7.86,7.48,8.92,7.49
982:VIDYAVIKAS,ELECTRONICS ENGINEERING,50281988,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,61.0,23.0,23.0,19.0,65.0,24.0,17.0,57.0,23.0,23.0,18.0,59.0,23.0,16.0,['Diploma'],['Diploma'],6.85,6.29,6.82,7.67,8.7,8.67,7.28
982:VIDYAVIKAS,INFORMATION TECHNOLOGY ENGINEERING,51283354,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,68.0,24.0,24.0,20.0,65.0,25.0,20.0,60.0,32.0,23.0,20.0,63.0,38.0,20.0,['Diploma'],['Diploma'],8.32,9.25,9.27,8.2,9.11,9.38,8.5
990:VISHWANIKE,CIVIL,43282854,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,67.0,24.0,24.0,20.0,69.0,24.0,20.0,71.0,24.0,23.0,20.0,68.0,48.0,20.0,['Diploma'],['Diploma'],8.56,8.12,8.2,8.43,8.96,9.33,8.22
990:VISHWANIKE,COMPUTER ENGINEERING,45285303,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,66.0,25.0,24.0,19.0,65.0,25.0,19.0,58.0,25.0,24.0,20.0,67.0,25.0,20.0,['Diploma'],['Diploma'],7.71,9.29,9.0,8.5,9.52,9.56,8.72
990:VISHWANIKE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185855,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,61.0,21.0,21.0,15.0,56.0,21.0,18.0,58.0,21.0,21.0,16.0,52.0,21.0,15.0,['Diploma'],['Diploma'],8.46,7.46,7.93,7.25,7.89,8.27,7.57
990:VISHWANIKE,MECHANICAL,53285836,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,66.0,23.0,24.0,19.0,59.0,24.0,19.0,63.0,24.0,24.0,20.0,65.0,24.0,19.0,['Diploma'],['Diploma'],9.25,8.82,9.26,9.36,8.78,9.44,9.1
991:IDAL INST,CIVIL,43282903,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,55.0,23.0,22.0,20.0,58.0,22.0,19.0,62.0,22.0,22.0,20.0,74.0,43.0,19.0,['Diploma'],['Diploma'],6.85,6.75,7.04,7.39,8.07,8.33,7.19
991:IDAL INST,COMPUTER ENGINEERING,45285308,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,21.0,20.0,16.0,56.0,22.0,16.0,58.0,21.0,19.0,16.0,51.0,22.0,14.0,['Diploma'],['Diploma'],6.39,7.14,6.83,8.08,7.2,7.96,7.27
991:IDAL INST,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185859,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,53.0,22.0,23.0,19.0,47.0,23.0,19.0,39.0,23.0,23.0,19.0,55.0,24.0,20.0,['Diploma'],['Diploma'],7.23,6.43,6.85,5.86,7.48,8.46,7.05
991:IDAL INST,MECHANICAL,53285893,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,58.0,23.0,23.0,18.0,59.0,51.0,18.0,65.0,44.0,23.0,20.0,61.0,61.0,18.0,['Diploma'],['Diploma'],7.38,7.36,7.33,7.25,8.07,8.68,7.27
995:NEW HORIZO,CIVIL,43282950,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,52.0,24.0,24.0,15.0,61.0,24.0,19.0,65.0,23.0,23.0,19.0,64.0,24.0,20.0,['Diploma'],['Diploma'],7.74,8.5,8.08,8.25,9.26,8.83,8.16
995:NEW HORIZO,COMPUTER ENGINEERING,45285351,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,63.0,23.0,24.0,20.0,64.0,24.0,20.0,63.0,24.0,24.0,20.0,59.0,24.0,20.0,['Diploma'],['Diploma'],8.21,8.82,8.83,8.79,8.84,9.41,8.51
995:NEW HORIZO,ELECTRONICS AND ELECTRICAL ENGINEERING,10328006,ELE802:POWER,P,ELC801,ELC802,ELC803,ELECTIVEII,66.0,23.0,23.0,20.0,66.0,22.0,20.0,63.0,23.0,23.0,19.0,60.0,23.0,20.0,['Diploma'],['Diploma'],9.2,8.16,9.59,9.29,8.81,9.85,9.1
995:NEW HORIZO,MECHANICAL,53285899,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,52.0,23.0,23.0,20.0,55.0,23.0,17.0,56.0,32.0,21.0,19.0,48.0,32.0,17.0,['Diploma'],['Diploma'],6.92,6.64,7.0,7.11,7.56,8.52,7.21
996:A P SHAH,CIVIL,43283008,CEE8047:APPRAISAL,P,CEC801,CEC802,CEC803,ELECTIVEII,69.0,23.0,23.0,20.0,61.0,23.0,18.0,71.0,23.0,23.0,20.0,70.0,24.0,20.0,['Diploma'],['Diploma'],8.59,8.87,9.44,9.32,9.11,9.33,8.86
996:A P SHAH,COMPUTER ENGINEERING,45285409,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,60.0,24.0,24.0,20.0,61.0,24.0,18.0,59.0,24.0,24.0,19.0,58.0,24.0,17.0,['Diploma'],['Diploma'],7.75,7.68,8.33,8.25,8.8,8.81,8.05
996:A P SHAH,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185892,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,72.0,22.0,21.0,19.0,62.0,23.0,15.0,61.0,22.0,23.0,19.0,58.0,22.0,17.0,['Diploma'],['Diploma'],7.85,6.89,8.52,8.21,8.19,9.19,7.66
996:A P SHAH,INFORMATION TECHNOLOGY ENGINEERING,51283404,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,68.0,22.0,23.0,18.0,66.0,22.0,20.0,59.0,22.0,23.0,19.0,64.0,23.0,20.0,['Diploma'],['Diploma'],7.29,7.75,8.65,8.6,8.48,8.92,8.1
996:A P SHAH,MECHANICAL,53285966,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,70.0,24.0,24.0,20.0,57.0,24.0,19.0,69.0,24.0,24.0,20.0,61.0,24.0,18.0,['Diploma'],['Diploma'],9.0,8.43,8.37,9.86,9.04,9.12,8.74
